"cruise"	"tcut1"	"tcut1_gt_lt"	"tcut2"	"tcut2_gt_lt"	"lim1_1"	"lim1_2"	"lim2_1"	"lim2_2"	"fact.sd2"	"lim3_1"	"lim3_2"	"fact.sd3"	"lim4_1"	"lim4_2"	"lim5_1"	"lim5_2"	"fact.sd5"	"lim6_1"	"lim6_2"	"fact.sd6"	"lim7_1"	"lim7_2"	"fact.sd7"	"fact.sd8"	"spar.8"
"SR1917"	NA	NA	NA	NA	11.95	12.05	2000	16000	4	0	5000000	5	100	3500	0.001	0.01	5	0.35	0.75	6	0.7	1.4	5	8	"missing"
