"cruise"	"tcut1"	"tcut1_gt_lt"	"tcut2"	"tcut2_gt_lt"	"lim1_1"	"lim1_2"	"lim2_1"	"lim2_2"	"fact.sd2"	"lim3_1"	"lim3_2"	"fact.sd3"	"lim4_1"	"lim4_2"	"lim5_1"	"lim5_2"	"fact.sd5"	"lim6_1"	"lim6_2"	"fact.sd6"	"lim7_1"	"lim7_2"	"fact.sd7"	"fact.sd8"	"spar.8"
"Thompson_0"	NA	NA	NA	NA	11.95	12.05	2000	18000	2	0	5000000	5	30	1000	0.001	0.05	7	0.35	1.25	6	0.7	2	6	6	"0"
