"cruise"	"tcut1"	"tcut1_gt_lt"	"tcut2"	"tcut2_gt_lt"	"lim1_1"	"lim1_2"	"lim2_1"	"lim2_2"	"fact.sd2"	"lim3_1"	"lim3_2"	"fact.sd3"	"lim4_1"	"lim4_2"	"lim5_1"	"lim5_2"	"fact.sd5"	"lim6_1"	"lim6_2"	"fact.sd6"	"lim7_1"	"lim7_2"	"fact.sd7"	"fact.sd8"	"spar.8"
"HOT302"	NA	NA	NA	NA	11.95	12.05	6000	18000	4	1000000	2200000	4	300	3500	5e-04	0.1	5	0.3	0.6	6	0.6	1.5	5	4	"missing"
