"cruise"	"tcut1"	"tcut1_gt_lt"	"tcut2"	"tcut2_gt_lt"	"lim1_1"	"lim1_2"	"lim2_1"	"lim2_2"	"fact.sd2"	"lim3_1"	"lim3_2"	"fact.sd3"	"lim4_1"	"lim4_2"	"lim5_1"	"lim5_2"	"fact.sd5"	"lim6_1"	"lim6_2"	"fact.sd6"	"lim7_1"	"lim7_2"	"fact.sd7"	"fact.sd8"	"spar.8"
"Tokyo_4"	NA	NA	NA	NA	11.95	12.05	1800	20000	4	0	5000000	5	50	3500	2e-04	0.1	5	0.35	1	7	0.5	1.4	5	10	"missing"
